# stable entry ID (do not change if users may have marked as known),# Swedish word (lemma),# verb | adjective | adverb | noun | numeral | etc.,# English translation,# Brazilian Portuguese translation,# semicolon-separated inflected forms for search,# optional CEFR level (A1–C2),# optional raw corpus frequency (Kelly),# optional words-per-million frequency (Kelly),# practice | kelly | manual,# example 1 Swedish sentence,# example 1 English gloss,# example 1 Portuguese gloss,# optional: past | present | future,# optional tokens: word|lemma|en|pt;word2|lemma2|en2|pt2,# example 2 Swedish (verbs: present tense),# example 2 English,# example 2 Portuguese,# example 2 tense key,# example 2 token breakdown,# example 3 Swedish (verbs: future tense),# example 3 English,# example 3 Portuguese,# example 3 tense key,# example 3 token breakdown,# optional usage note (Kelly source text)
id,lemma,type,english,portuguese,forms,cefr,frequency,wpm,source,ex1_sv,ex1_en,ex1_pt,ex1_tense,ex1_tokens,ex2_sv,ex2_en,ex2_pt,ex2_tense,ex2_tokens,ex3_sv,ex3_en,ex3_pt,ex3_tense,ex3_tokens,usage_note
kelly-5488-konfrontera,konfrontera,verb,confront,confrontar / enfrentar,konfrontera,B2,835,7.32,kelly,,,,,,,,,,,,,,,,
kelly-2482-kongress,kongress,noun,congress / convention,congresso,kongress,A2,3234,28.37,kelly,Min pappa ska åka på en internationell kongress i Stockholm.,My dad is going to an international congress in Stockholm.,Meu pai vai a um congresso internacional em Estocolmo.,,Min|min|—|—;pappa|pappa|—|—;ska|ska|will|vai;åka|åka|—|—;på|på|on|em;en|en|a|um;internationell|internationell|—|—;kongress|kongress|congress|congresso;i|i|in|em;Stockholm.|stockholm|—|—,Många forskare deltar i årets stora medicinska kongress.,Many researchers are participating in this year's big medical convention.,Muitos pesquisadores participam do grande congresso médico deste ano.,,Många|många|—|—;forskare|forskare|—|—;deltar|deltar|—|—;i|i|in|em;årets|årets|—|—;stora|stora|—|—;medicinska|medicinska|—|—;kongress.|kongress|congress|congresso,Vi bokade ett hotell nära platsen för vår kongress.,We booked a hotel near the location of our convention.,Nós reservamos um hotel perto do local do nosso congresso.,,Vi|vi|we|nós;bokade|bokade|—|—;ett|ett|a|um;hotell|hotell|—|—;nära|nära|—|—;platsen|platsen|—|—;för|för|—|—;vår|vår|—|—;kongress.|kongress|congress|congresso,
kelly-3295-konjunktur,konjunktur,noun,business cycle,conjuntura,konjunktur,B1,2055,18.03,kelly,Den nuvarande konjunkturen är mycket svag i landet.,The current business cycle is very weak in the country.,A conjuntura atual é muito fraca no país.,,Den|den|The|A;nuvarande|nuvarande|current|atual;konjunkturen|konjunkturen|business cycle|conjuntura;är|är|is|é;mycket|mycket|very|muito;svag|svag|weak|fraca;i|i|in|no;landet.|landet|country.|país.,Företag påverkas ofta av en dålig ekonomisk konjunktur.,Companies are often affected by a bad economic business cycle.,Empresas são frequentemente afetadas por uma má conjuntura econômica.,,Företag|företag|Companies|Empresas;påverkas|påverkas|are affected|são afetadas;ofta|ofta|often|frequentemente;av|av|by|por;en|en|a|uma;dålig|dålig|bad|má;ekonomisk|ekonomisk|economic|econômica;konjunktur.|konjunktur|business cycle.|conjuntura.,En stark konjunktur skapar nya jobb för alla.,A strong business cycle creates new jobs for everyone.,Uma conjuntura forte cria novos empregos para todos.,,En|en|A|Uma;stark|stark|strong|forte;konjunktur|konjunktur|business cycle|conjuntura;skapar|skapar|creates|cria;nya|nya|new|novos;jobb|jobb|jobs|empregos;för|för|for|para;alla.|alla|everyone.|todos.,
kelly-1596-konkret,konkret,adjective,concrete,concreto,konkret,A2,6112,53.61,kelly,Vi behöver ett konkret förslag på hur vi ska göra.,We need a concrete proposal on how we should do it.,Precisamos de uma proposta concreta sobre como devemos fazer.,,Vi|vi|we|nós;behöver|behöver|—|—;ett|ett|a|um;konkret|konkret|concrete|concreto;förslag|förslag|—|—;på|på|on|em;hur|hur|how|como;vi|vi|we|nós;ska|ska|will|vai;göra.|göra|—|—,Hennes svar var väldigt konkret och lätt att förstå.,Her answer was very concrete and easy to understand.,A resposta dela foi muito concreta e fácil de entender.,,Hennes|hennes|—|—;svar|svar|—|—;var|var|was|era;väldigt|väldigt|—|—;konkret|konkret|concrete|concreto;och|och|and|e;lätt|lätt|—|—;att|att|—|—;förstå.|förstå|—|—,Kan du ge mig ett konkret exempel på problemet?,Can you give me a concrete example of the problem?,Você pode me dar um exemplo concreto do problema?,,Kan|kan|can|pode;du|du|you|você;ge|ge|—|—;mig|mig|me|me;ett|ett|a|um;konkret|konkret|concrete|concreto;exempel|exempel|—|—;på|på|on|em;problemet?|problemet|—|—,
kelly-1504-konkurrens,konkurrens,noun,competition,competição,konkurrens,A2,6628,58.14,kelly,Det är stor konkurrens mellan de olika butikerna i centrum.,There is great competition between the different shops in the center.,Existe uma grande competição entre as diferentes lojas no centro.,,Det|det|it|isso;är|är|is|é;stor|stor|—|—;konkurrens|konkurrens|competition|competição;mellan|mellan|—|—;de|de|they|eles;olika|olika|—|—;butikerna|butikerna|—|—;i|i|in|em;centrum.|centrum|—|—,Hård konkurrens gör att priserna på mat blir lägre.,Tough competition makes food prices lower.,Uma competição acirrada faz com que os preços dos alimentos fiquem mais baixos.,,Hård|hård|—|—;konkurrens|konkurrens|competition|competição;gör|gör|—|—;att|att|—|—;priserna|priserna|—|—;på|på|on|em;mat|mat|food|comida;blir|blir|—|—;lägre.|lägre|—|—,Företaget vill vinna trots den starka konkurrensen från utlandet.,The company wants to win despite the strong competition from abroad.,A empresa quer vencer apesar da forte competição do exterior.,,Företaget|företaget|—|—;vill|vill|—|—;vinna|vinna|—|—;trots|trots|—|—;den|den|it|ele;starka|starka|—|—;konkurrensen|konkurrensen|—|—;från|från|from|de;utlandet.|utlandet|—|—,
kelly-3565-konkurrenskraft,konkurrenskraft,noun,competitiveness,competitividade,konkurrenskraft,B1,1777,15.59,kelly,,,,,,,,,,,,,,,,
kelly-5338-konkurrenskraftig,konkurrenskraftig,adjective,competitive,competitivo,konkurrenskraftig,B2,877,7.69,kelly,,,,,,,,,,,,,,,,
kelly-3243-konkurrent,konkurrent,noun,competitor,adversário,konkurrent,B1,2111,18.52,kelly,Vår största konkurrent sänkte priset på sina varor.,Our biggest competitor lowered the price of their goods.,Nosso maior concorrente baixou o preço de seus produtos.,,Vår|vår|Our|Nosso;största|största|biggest|maior;konkurrent|konkurrent|competitor|concorrente;sänkte|sänkte|lowered|baixou;priset|priset|the price|o preço;på|på|of|de;sina|sina|their|seus;varor.|varor|goods.|produtos.,Företaget har en ny konkurrent på den lokala marknaden.,The company has a new competitor in the local market.,A empresa tem um novo concorrente no mercado local.,,Företaget|företaget|The company|A empresa;har|har|has|tem;en|en|a|um;ny|ny|new|novo;konkurrent|konkurrent|competitor|concorrente;på|på|in|no;den|den|the|o;lokala|lokala|local|local;marknaden.|marknaden|market.|mercado.,Varje konkurrent vill vinna matchen mot vårt lag.,Every competitor wants to win the match against our team.,Todo concorrente quer vencer a partida contra nosso time.,,Varje|varje|Every|Todo;konkurrent|konkurrent|competitor|concorrente;vill|vill|wants|quer;vinna|vinna|to win|vencer;matchen|matchen|the match|a partida;mot|mot|against|contra;vårt|vårt|our|nosso;lag.|lag|team.|time.,
kelly-3186-konkurrera,konkurrera,verb,compete,concorrer,konkurrera;konkurrerade;konkurrerar;att,B1,2178,19.1,kelly,De två företagen konkurrerade om samma kunder förra året.,The two companies competed for the same customers last year.,As duas empresas concorreram pelos mesmos clientes no ano passado.,past,De|de|The|As;två|två|two|duas;företagen|företagen|companies|empresas;konkurrerade|konkurrerade|competed|concorreram;om|om|for|pelos;samma|samma|same|mesmos;kunder|kunder|customers|clientes;förra|förra|last|no;året.|året|year.|ano passado.,Många idrottare konkurrerar nu i den stora tävlingen.,Many athletes are competing now in the big competition.,Muitos atletas estão competindo agora na grande competição.,present,Många|många|Many|Muitos;idrottare|idrottare|athletes|atletas;konkurrerar|konkurrerar|are competing|estão competindo;nu|nu|now|agora;i|i|in|na;den|den|the|grande;stora|stora|big|competição.;tävlingen.|tävlingen|competition.|competição.,Vi kommer att konkurrera med nya produkter på marknaden.,We will compete with new products on the market.,Nós vamos concorrer com novos produtos no mercado.,future,Vi|vi|We|Nós;kommer|kommer|will|vamos;att|att|to|concorrer;konkurrera|konkurrera|compete|concorrer;med|med|with|com;nya|nya|new|novos;produkter|produkter|products|produtos;på|på|on|no;marknaden.|marknaden|the market.|mercado.,
kelly-3137-konkurs,konkurs,noun,bankruptcy,bancarrota,konkurs,B1,2232,19.58,kelly,Företaget gick i konkurs efter en svår ekonomisk kris.,The company went bankrupt after a difficult economic crisis.,A empresa faliu após uma crise econômica difícil.,,Företaget|företaget|The company|A empresa;gick|gick|went|foi;i|i|into|em;konkurs|konkurs|bankruptcy|bancarrota;efter|efter|after|após;en|en|a|uma;svår|svår|difficult|difícil;ekonomisk|ekonomisk|economic|econômica;kris.|kris|crisis.|crise.,Många små butiker hotas av konkurs under denna vinter.,Many small shops are threatened by bankruptcy this winter.,Muitas lojas pequenas estão ameaçadas de bancarrota neste inverno.,,Många|många|Many|Muitas;små|små|small|pequenas;butiker|butiker|shops|lojas;hotas|hotas|are threatened|estão ameaçadas;av|av|by|de;konkurs|konkurs|bankruptcy|bancarrota;under|under|during|neste;denna|denna|this|inverno;vinter.|vinter|winter.|inverno.,Deras dåliga planering ledde tyvärr till en total konkurs.,Their bad planning unfortunately led to a total bankruptcy.,O planejamento ruim deles levou infelizmente a uma bancarrota total.,,Deras|deras|Their|O;dåliga|dåliga|bad|planejamento ruim;planering|planering|planning|deles;ledde|ledde|led|levou;tyvärr|tyvärr|unfortunately|infelizmente;till|till|to|a;en|en|a|uma;total|total|total|bancarrota total;konkurs.|konkurs|bankruptcy.|bancarrota.,e.g. gå i konkurs
kelly-967-konsekvens,konsekvens,noun,consequence / consistency,consequência / conseqüência,konsekvens,A1,11303,99.15,kelly,Varje val har en naturlig konsekvens i livet.,Every choice has a natural consequence in life.,Cada escolha tem uma consequência natural na vida.,,Varje|varje|—|—;val|val|—|—;har|har|has|tem;en|en|a|um;naturlig|naturlig|—|—;konsekvens|konsekvens|consequence|consequência;i|i|in|em;livet.|livet|—|—,Ditt beslut får en direkt konsekvens för oss.,Your decision has a direct consequence for us.,Sua decisão tem uma consequência direta para nós.,,Ditt|ditt|—|—;beslut|beslut|—|—;får|får|—|—;en|en|a|um;direkt|direkt|—|—;konsekvens|konsekvens|consequence|consequência;för|för|—|—;oss.|oss|—|—,Hennes arbete kräver stor konsekvens och noggrannhet.,Her work requires great consistency and accuracy.,O trabalho dela exige grande consistência e precisão.,,Hennes|hennes|—|—;arbete|arbete|—|—;kräver|kräver|—|—;stor|stor|—|—;konsekvens|konsekvens|consequence|consequência;och|och|and|e;noggrannhet.|noggrannhet|—|—,
kelly-3650-konsekvent,konsekvent,adverb,consistent / consistently,consistentemente / consistente,konsekvent,B1,1721,15.1,kelly,,,,,,,,,,,,,,,,
kelly-4830-konsensus,konsensus,noun,consensus,consenso,konsensus,B2,1054,9.25,kelly,,,,,,,,,,,,,,,,
kelly-2810-konsert,konsert,noun,concert / concerto,concerto,konsert,B1,2681,23.52,kelly,Vi ska gå på en stor konsert ikväll.,We are going to a big concert tonight.,Nós vamos a um grande concerto hoje à noite.,,Vi|vi|We|Nós;ska|ska|are going to|vamos;gå|gå|go|ir;på|på|to|a;en|en|a|um;stor|stor|big|grande;konsert|konsert|concert|concerto;ikväll.|ikväll|tonight.|hoje à noite.,Hennes favoritband spelar en fantastisk konsert i parken.,Her favorite band is playing a fantastic concert in the park.,A banda favorita dela toca um concerto fantástico no parque.,,Hennes|hennes|Her|A ... dela;favoritband|favoritband|favorite band|banda favorita;spelar|spelar|is playing|toca;en|en|a|um;fantastisk|fantastisk|fantastic|fantástico;konsert|konsert|concert|concerto;i|i|in|no;parken.|parken|the park.|parque.,Biljetterna till gårdagens konsert var helt slutsålda.,The tickets to yesterday's concert were completely sold out.,Os ingressos para o concerto de ontem estavam totalmente esgotados.,,Biljetterna|biljetterna|The tickets|Os ingressos;till|till|to|para;gårdagens|gårdagens|yesterday's|de ontem;konsert|konsert|concert|concerto;var|var|were|estavam;helt|helt|completely|totalmente;slutsålda.|slutsålda|sold out.|esgotados.,
kelly-2065-konservativ,konservativ,adjective,conservative,conservador,konservativ,A2,4222,37.03,kelly,Min farfar har en mycket konservativ syn på livet.,My grandfather has a very conservative view on life.,Meu avô tem uma visão muito conservadora da vida.,,Min|min|—|—;farfar|farfar|—|—;har|har|has|tem;en|en|a|um;mycket|mycket|much|muito;konservativ|konservativ|conservative|conservador;syn|syn|—|—;på|på|on|em;livet.|livet|—|—,De föredrar ofta en konservativ stil i sina kläder.,They often prefer a conservative style in their clothes.,Eles preferem frequentemente um estilo conservador em suas roupas.,,De|de|they|eles;föredrar|föredrar|—|—;ofta|ofta|—|—;en|en|a|um;konservativ|konservativ|conservative|conservador;stil|stil|—|—;i|i|in|em;sina|sina|—|—;kläder.|kläder|—|—,Partiet driver en ganska konservativ politik i landet.,The party pursues a rather conservative policy in the country.,O partido conduz uma política bastante conservadora no país.,,Partiet|partiet|—|—;driver|driver|—|—;en|en|a|um;ganska|ganska|—|—;konservativ|konservativ|conservative|conservador;politik|politik|—|—;i|i|in|em;landet.|landet|—|—,
kelly-8358-konservator,konservator,noun,Conservative,conservador,konservator,C2,,0.22,kelly,,,,,,,,,,,,,,,,
kelly-7692-konsistens,konsistens,noun,consistency,consistência,konsistens,C2,,1.86,kelly,,,,,,,,,,,,,,,,
kelly-6920-konsolidering,konsolidering,noun,consolidation,consolidação,konsolidering,C1,,3.67,kelly,,,,,,,,,,,,,,,,
kelly-8017-konsortium,konsortium,noun,consortium,consórcio,konsortium,C2,,1.11,kelly,,,,,,,,,,,,,,,,
kelly-4806-konspiration,konspiration,noun,conspiracy,conspiração,konspiration,B2,1061,9.31,kelly,,,,,,,,,,,,,,,,
kelly-5293-konspirationsteori,konspirationsteori,noun,conspiracy theory,teoria da conspiração,konspirationsteori,B2,889,7.8,kelly,,,,,,,,,,,,,,,,
kelly-1205-konst,konst,noun,art / trick,arte,konst,A1,8839,77.53,kelly,Hon studerar modern konst på ett stort museum i staden.,She studies modern art at a large museum in the city.,Ela estuda arte moderna em um grande museu na cidade.,,Hon|hon|she|ela;studerar|studerar|—|—;modern|modern|—|—;konst|konst|art|arte;på|på|on|em;ett|ett|a|um;stort|stort|—|—;museum|museum|—|—;i|i|in|em;staden.|staden|—|—,Det är en svår konst att laga riktigt god mat.,It is a difficult art to cook really good food.,É uma arte difícil cozinhar uma comida realmente boa.,,Det|det|it|isso;är|är|is|é;en|en|a|um;svår|svår|—|—;konst|konst|art|arte;att|att|—|—;laga|laga|—|—;riktigt|riktigt|—|—;god|god|—|—;mat.|mat|food|comida,Han kan göra ett roligt trick med sina gamla kort.,He can do a fun trick with his old cards.,Ele consegue fazer um truque divertido com suas cartas velhas.,,Han|han|he|ele;kan|kan|can|pode;göra|göra|—|—;ett|ett|a|um;roligt|roligt|—|—;trick|trick|—|—;med|med|with|com;sina|sina|—|—;gamla|gamla|—|—;kort.|kort|—|—,
kelly-3436-konstant,konstant,adjective,constant / constantly,constante,konstant,B1,1915,16.8,kelly,,,,,,,,,,,,,,,,
kelly-788-konstatera,konstatera,verb,state / ascertain,constatar,konstatera;konstaterade;konstaterar,A1,14411,126.41,kelly,Läkaren konstaterade att patienten var helt frisk nu.,The doctor stated that the patient was completely healthy now.,O médico constatou que o paciente estava totalmente saudável agora.,past,Läkaren|läkaren|—|—;konstaterade|konstaterade|—|—;att|att|—|—;patienten|patienten|—|—;var|var|was|era;helt|helt|—|—;frisk|frisk|—|—;nu.|nu|now|agora,Polisen konstaterar att dörren är låst inifrån.,The police ascertain that the door is locked from inside.,A polícia constata que a porta está trancada por dentro.,present,Polisen|polisen|—|—;konstaterar|konstaterar|—|—;att|att|—|—;dörren|dörren|—|—;är|är|is|é;låst|låst|—|—;inifrån.|inifrån|—|—,Vi kommer snart att konstatera felet i systemet.,We will soon ascertain the error in the system.,Nós vamos logo constatar o erro no sistema.,future,Vi|vi|we|nós;kommer|kommer|—|—;snart|snart|—|—;att|att|—|—;konstatera|konstatera|state|constatar;felet|felet|—|—;i|i|in|em;systemet.|systemet|—|—,
kelly-6113-konstgjord,konstgjord,adjective,artificial / synthetic,artificial,konstgjord,C1,707,6.2,kelly,,,,,,,,,,,,,,,,
kelly-3744-konstigt,konstigt,adverb,oddly,estranhamente,konstigt,B1,1649,14.46,kelly,,,,,,,,,,,,,,,,
kelly-3070-konstitution,konstitution,noun,constitution,constituição,konstitution,B1,2305,20.22,kelly,Landets konstitution garanterar alla medborgare lika rättigheter.,The country's constitution guarantees equal rights to all citizens.,A constituição do país garante direitos iguais a todos os cidadãos.,,Landets|landets|The country's|do país;konstitution|konstitution|constitution|constituição;garanterar|garanterar|guarantees|garante;alla|alla|all|todos os;medborgare|medborgare|citizens|cidadãos;lika|lika|equal|iguais;rättigheter.|rättigheter|rights.|direitos.,Vi läste om Sveriges konstitution i skolan idag.,We read about Sweden's constitution in school today.,Nós lemos sobre a constituição da Suécia na escola hoje.,,Vi|vi|We|Nós;läste|läste|read|lemos;om|om|about|sobre;Sveriges|sveriges|Sweden's|da Suécia;konstitution|konstitution|constitution|constituição;i|i|in|na;skolan|skolan|school|escola;idag.|idag|today.|hoje.,Deras nya konstitution skyddar folkets frihet och demokrati.,Their new constitution protects the people's freedom and democracy.,A nova constituição deles protege a liberdade e a democracia do povo.,,Deras|deras|Their|deles;nya|nya|new|nova;konstitution|konstitution|constitution|constituição;skyddar|skyddar|protects|protege;folkets|folkets|the people's|do povo;frihet|frihet|freedom|liberdade;och|och|and|e;demokrati.|demokrati|democracy.|democracia.,
